	CNV	Protien	slope	intercept	rValue	pValue	stdErr
44	TMSB4Y	ARMCX1	-0.4747525641679834	-0.03308705215963831	-0.41394177936758936	2.26618166751983e-05	0.10655616583512542
45	TMSB4Y	ARMCX2	-0.5165773217190384	-0.0443494505351542	-0.416305270004064	2.0120512163693858e-05	0.11514872479921716
46	TMSB4Y	ARMCX3	-0.6313781175655211	-0.06304755107627369	-0.421027948588117	1.582168441542718e-05	0.13882672963700018
47	TMSB4Y	ARMCX4	-0.32377185129505365	-0.1079426180392273	-0.23480068175292373	0.019953561508284905	0.13680117762672242
48	TMSB4Y	ARMH3	0.5391610647716384	-0.09517961096700418	0.2436501444577203	0.015622389826989883	0.2190416534267358
49	TMSB4Y	ARPC1B	0.16220508520228208	-0.11200921216697465	0.19947188010090827	0.04893336591164856	0.08132620356781235
50	TMSB4Y	ARPC2	0.36080393580559006	-0.09116196586857062	0.2204196370305039	0.02918748962525121	0.16295601885852198
51	TMSB4Y	ARPC3	0.40340923364537995	-0.08257384110206423	0.21920707561195488	0.0301095878918896	0.1832577379375218
52	TMSB4Y	ARPC4	0.29276700018143814	-0.07571693063297129	0.2009314012003061	0.04726919509379943	0.1456766098003932
53	TMSB4Y	ARSD	-0.2844325517716033	-0.05926463475422554	-0.23917536814780785	0.01769829502033679	0.11785171266607576
54	TMSB4Y	ATAD3A	-0.3878711245029696	-0.09040115342976107	-0.26485642210406896	0.008400166305844838	0.14412788833928944
55	TMSB4Y	ATP5MF-PTCD1	-0.4253603036707455	-0.08741217105932157	-0.19857640547265296	0.04997815253679123	0.21426815003485236
56	TMSB4Y	ATP5S	-0.3874436477482457	-0.10641968735289711	-0.29766546007163636	0.0029135427183463866	0.12682295576175173
57	TMSB4Y	ATPAF2	-0.37982790997088944	-0.07162798817260405	-0.25211011604530215	0.012268247491503109	0.14879936455853568
58	TMSB4Y	ATXN10	-0.2561622045929465	-0.07011282593391473	-0.2029069617407666	0.04509150666868827	0.12616910286117602
59	TMSB4Y	AUTS2	-0.35314946615633175	-0.06731720830217461	-0.2525258505958597	0.012121000833997612	0.13810472350217062
60	TMSB4Y	BAG6	-0.7383438836967524	-0.09732845179968638	-0.24028285384953812	0.017163526770229084	0.304429418190923
61	TMSB4Y	BAZ1B	-0.347775576770045	-0.057360495685927285	-0.23810838984333305	0.018227035595137747	0.14478204069258838
62	TMSB4Y	BCAP31	-0.3445271849581012	-0.06595143406988127	-0.214535201607716	0.03389602998171501	0.1600876144114831
63	TMSB4Y	BCKDHA	-0.3020298612874086	-0.07571339662481573	-0.2263916080528205	0.024987495962864915	0.13262613499722448
64	TMSB4Y	BCL2L1	0.35015217950104743	-0.08359263397364067	0.2388816672369332	0.01784250186597826	0.14527115868860072
65	TMSB4Y	BLNK	0.20911906513917036	-0.10530117339815975	0.20533756738605416	0.04252709959103856	0.10172677748319388
66	TMSB4Y	BRCC3	0.7337733652136784	-0.053315612316716304	0.28246218152837355	0.0048326770534318116	0.25433767652859984
67	TMSB4Y	C1QA	0.15721283161849733	-0.10806453319212919	0.23114860876234478	0.02202126633759643	0.06753634156314053
68	TMSB4Y	C1QC	0.1571494209644701	-0.09707756901916398	0.22698368080650497	0.024600681691916985	0.06881708282060776
69	TMSB4Y	C1R	0.16575564180619615	-0.10178375805145479	0.2019120541916222	0.04617756707138957	0.08206012548207672
70	TMSB4Y	C20orf27	0.4131623587349216	-0.09408399484658647	0.253514702602799	0.011776943917294096	0.16090047476908967
71	TMSB4Y	C2orf76	0.3964752360156836	-0.09864266415658487	0.22940802661506154	0.023069613428126808	0.1716849013753114
72	TMSB4Y	C3AR1	0.25159859196981216	-0.11870825310335908	0.2422897780608118	0.01622994067582963	0.10282542817594638
73	TMSB4Y	C5AR1	0.17148948079017143	-0.1015698800945098	0.20440478696089576	0.04349649306101578	0.08381912517762796
74	TMSB4Y	C6orf203	-0.3120456928175623	-0.09726712991959242	-0.2421375775968341	0.016299169210784316	0.12761461646900094
75	TMSB4Y	C7	0.1895430586892752	-0.11345454013752261	0.2557193784538975	0.011040402489979888	0.07313466593413442
76	TMSB4Y	C7orf25	-0.6716648587021328	-0.0656870130329549	-0.272129273964703	0.006713398297672783	0.24240105019022887
77	TMSB4Y	C7orf50	-0.4065468322414615	-0.0741154180536418	-0.2912637327372884	0.0036173510667224015	0.1362819562759599
78	TMSB4Y	C9orf72	0.3138822014080927	-0.058290091098842756	0.21420483400593487	0.03417831631544328	0.14608393579416626
79	TMSB4Y	CAP1	0.4006910076067787	-0.11387636218657185	0.24738952517946622	0.014052761695238478	0.160169141620072
80	TMSB4Y	CAPS	0.08059229559499706	-0.10685116624935105	0.21531693755959777	0.03323587224206156	0.03730539391352201
81	TMSB4Y	CAPZA1	0.41771350023674947	-0.08693770045748103	0.2624622787905097	0.009031806282790215	0.15673909100289887
82	TMSB4Y	CAPZA2	0.4401542969641967	-0.06672114743981827	0.19936767021969504	0.0490540162799156	0.22080419804254853
83	TMSB4Y	CAPZB	0.5663657818545512	-0.07464532128139502	0.23848475979929395	0.018038992193769327	0.23538858173739563
84	TMSB4Y	CARD9	0.3870852099971606	-0.11839681747320252	0.30037017350154543	0.0026551300145434115	0.1254532202495232
85	TMSB4Y	CAST	0.24950860544894646	-0.09963604685451974	0.20503509643289003	0.0428394532134331	0.12156135469554913
86	TMSB4Y	CCDC134	-0.3837564611830953	-0.06514419663696985	-0.27394685959354437	0.006341801158986017	0.13750345740349734
87	TMSB4Y	CD151	0.18045639670050917	-0.09332777592587044	0.21850394163684084	0.03065549049002118	0.08225347487362453
88	TMSB4Y	CD163	0.09614902498913379	-0.09612582296620528	0.2085330143710078	0.03934154112391621	0.04602354933207986
89	TMSB4Y	CD2AP	0.23256692973138066	-0.10868291608527421	0.2175174970922468	0.03143543449121494	0.10651065828202282
90	TMSB4Y	CD46	0.23004049255873535	-0.07800485750289385	0.20954015049068395	0.03837983335328734	0.109559861138468
91	TMSB4Y	CD5L	0.14266325618184847	-0.10371304077208642	0.2066034258591623	0.041240377368677014	0.06895510665705007
92	TMSB4Y	CDC123	0.5186648678327936	-0.10034138722270869	0.23936332520637368	0.017606536800837694	0.2147244785788571
93	TMSB4Y	CDK17	0.4608989501076757	-0.05947944725554699	0.20306145577171322	0.04492477479615402	0.22682918349014283
94	TMSB4Y	CDK4	-0.14982053484232857	-0.030666104499762384	-0.24062811870233305	0.016999688401379148	0.061679013205763245
95	TMSB4Y	CFD	0.18872319241630017	-0.08660463464915709	0.21271846145734571	0.035472946763256324	0.08847681958294337
96	TMSB4Y	CFHR3	0.22299441425847763	-0.09133274579145464	0.29488420963607503	0.003202614793411784	0.07374838904450669
97	TMSB4Y	CFI	0.18455944509333821	-0.09274044850896751	0.20584115694699087	0.04201126274418882	0.08955032874864817
98	TMSB4Y	CFL1	0.37158956081826633	-0.06297010152254538	0.20089390067993426	0.04731135976798334	0.18493353833717197
99	TMSB4Y	CHMP4B	0.4373795414536789	-0.09170770897596382	0.22544673324100434	0.02561553739032334	0.19290867848420637
100	TMSB4Y	CHPT1	0.22633804320549672	-0.07087179817148109	0.2122291194555982	0.035908073038546505	0.10636758180454801
101	TMSB4Y	CIAO1	0.5405668110364393	-0.08429673115995806	0.30741811381759837	0.002075817401971469	0.17077611168318305
102	TMSB4Y	CIAO2B	0.3089001968335577	-0.07647542803313001	0.21211223503439708	0.03601266768300145	0.1452514391484001
103	TMSB4Y	CIAO3	0.6836784796937225	-0.08562702571529163	0.26405789214711495	0.008606377010993751	0.2548721892869172
104	TMSB4Y	CLIC6	0.11098756335829058	-0.09262772054742233	0.22269953501483514	0.027518412300151757	0.04958767286111442
105	TMSB4Y	CMBL	0.2834170155605126	-0.06465913685904405	0.26945427933408944	0.007295327200669433	0.10338021982300068
106	TMSB4Y	CMC4	-0.15601855083609895	-0.10163421720027896	-0.20288535194427343	0.04511486911418456	0.07685328641607095
107	TMSB4Y	CNDP2	0.4427744341410914	-0.0853553664955721	0.3179279959561254	0.001422017875186309	0.13476561622903574
108	TMSB4Y	COMMD8	0.5109418637078097	-0.0813433390783085	0.21100849330923324	0.03701302265753109	0.24157149856739837
109	TMSB4Y	COPRS	-0.4391051419961036	-0.06202415739155536	-0.257912946514923	0.010347869256166691	0.1678852277356659
110	TMSB4Y	CORO1A	0.19667136490012663	-0.07237914436992716	0.22859428136431567	0.02357418285571662	0.0854841948233079
111	TMSB4Y	CORO1B	0.5877023365005069	-0.12096637325133833	0.2903130805239972	0.0037339327846938404	0.19771341931438044
112	TMSB4Y	COTL1	0.24182096048375065	-0.10812304778448038	0.22903905167504754	0.023297243809725487	0.10489331714525546
113	TMSB4Y	CREG1	0.27390110538551476	-0.06084436209923523	0.2416894574517461	0.01650448196457634	0.11223556714065742
114	TMSB4Y	CRYZL1	0.5563076893960136	-0.06203124797152379	0.22978396303313509	0.022839646257391346	0.24048080785614062
115	TMSB4Y	CSK	0.48479774828180505	-0.10725981771003881	0.2495922267355949	0.013193812499619852	0.19196707226840376
116	TMSB4Y	CSRP1	0.16371561061108458	-0.0709347479355174	0.21319806358617613	0.03505078645175405	0.07657196359364965
117	TMSB4Y	CSTF2	-0.41039794630752163	-0.052103434858121446	-0.22642531243823108	0.02496533783515789	0.18018401693374164
118	TMSB4Y	CSTF2T	0.4022664610439412	-0.08620854895873514	0.21323176710023897	0.0350212790278385	0.18811420738072804
119	TMSB4Y	CTH	-0.2153259780085911	-0.07990497093790518	-0.23489162004178862	0.0199042795802353	0.09094298184818896
120	TMSB4Y	CTNNAL1	-0.39973519221517084	-0.04927647751848061	-0.23785203568233995	0.01835608124567658	0.1666034191541338
121	TMSB4Y	CTPS2	-0.4453451417075103	-0.06408542362530438	-0.26420607990789163	0.008567776099096872	0.16592251798971677
122	TMSB4Y	CTSB	0.22376169841796967	-0.11180437331864203	0.281838770599833	0.004931175100666126	0.07774582508631409
123	TMSB4Y	CTSD	0.23286923536497048	-0.08456080272972945	0.2220122640955444	0.02801280033731496	0.10438153821176295
124	TMSB4Y	CTSF	0.29319570748649487	-0.06657974889778637	0.23505223236529724	0.019817494853079536	0.12374172454563749
125	TMSB4Y	CTSH	0.1832436265996729	-0.1023061976779488	0.22595076188393076	0.025278866300597558	0.08063066830884993
126	TMSB4Y	CTSZ	0.14395188149225052	-0.1217834455172129	0.2149165886070132	0.033572591930159365	0.06676408820014688
127	TMSB4Y	CUL4B	-0.5474991674001164	-0.08135640895586482	-0.2368729454245098	0.018856214014737607	0.22918878195947087
128	TMSB4Y	CUX1	-0.4975745080970969	-0.07252702030740166	-0.20257573659138126	0.0454507000004467	0.2454912519049732
129	TMSB4Y	CYB5R4	0.4096168925633473	-0.10570061323140184	0.26932699212403827	0.007324095509118954	0.14948948681436647
130	TMSB4Y	CYBA	0.15293126903658996	-0.10945673551788518	0.22725497507617876	0.024425152113857533	0.06688562440542209
131	TMSB4Y	CYGB	0.20036742098341367	-0.0681889698106902	0.2339334840341334	0.02042880960272326	0.08499203298362673
132	TMSB4Y	CYTH1	0.24386619102349105	-0.06726899451389645	0.21552133891500724	0.03306505706745143	0.11277103416487226
133	TMSB4Y	DBNL	0.4069028492873737	-0.07718022165184144	0.19972751127064473	0.04863844356510488	0.20374055109710348
134	TMSB4Y	DCAF11	-0.42778849941210245	-0.07107281361573337	-0.20971122888585755	0.03821844228997162	0.20356615084004956
135	TMSB4Y	DCAF16	-0.3671776182814166	-0.05789970331263675	-0.23493839048418708	0.019878974159140365	0.15504488581130174
136	TMSB4Y	DCAF6	0.47897844566697007	-0.06257912323592936	0.248989121671374	0.01342432823929754	0.19015266760635827
137	TMSB4Y	DCP1B	0.684851983390996	-0.08668805662991722	0.22481234807588615	0.026044701136026912	0.30295570892021884
138	TMSB4Y	DCTN4	0.3836337193307454	-0.08190723028595764	0.20926203579743494	0.038643416548242035	0.1829646605275687
139	TMSB4Y	DDR1	-0.2648893182879196	-0.07915129239038261	-0.22889759223412856	0.023385021385685045	0.11497448713968221
140	TMSB4Y	DENND2A	-0.2280319110982207	-0.06413562488843869	-0.20556374308690367	0.0422947747909216	0.11079957913884707
141	TMSB4Y	DHODH	-0.4928302200376754	-0.051716621436284194	-0.33773839392321153	0.000671262891370618	0.1401785828728447
142	TMSB4Y	DHX32	0.3694966690047475	-0.10969177855454024	0.22405070696987853	0.02656802154902463	0.16403818971791956
143	TMSB4Y	DMD	-0.28489495452593605	-0.07968223793970744	-0.2567379739803385	0.010713935662381312	0.10945922608685
144	TMSB4Y	DNAJC14	-0.3670307109758914	-0.07426002893962896	-0.20965618239060785	0.0382703096874196	0.17470209776043927
145	TMSB4Y	DNPEP	0.39693410751419317	-0.0907578672107878	0.21449738721023132	0.033928241162442266	0.18447304001536316
146	TMSB4Y	DOCK2	0.187557147378409	-0.11742707571702057	0.21009894886361677	0.03785477816259104	0.08907809286992699
147	TMSB4Y	DOCK7	-0.4236996476137617	-0.06604561421279105	-0.21548475616591112	0.03309557427385803	0.195966296553164
148	TMSB4Y	DOK1	0.4217939522349567	-0.10561938204513512	0.28154368566235255	0.0049784181840532545	0.14671882182831783
149	TMSB4Y	DOK3	0.20309048689712283	-0.1112497316319099	0.22557628545364708	0.02552863920329743	0.08951998888704843
150	TMSB4Y	DSTN	0.25864468108709904	-0.05505893969379291	0.2162327258765887	0.03247631674925177	0.11919235961997184
151	TMSB4Y	EFEMP2	0.19149496541599556	-0.10970777320440991	0.24812529842490375	0.013760593328817489	0.07630491741717649
152	TMSB4Y	EFHD1	0.17740201058718977	-0.08307475244690406	0.2535277885541984	0.01177244860241581	0.06908299513282025
153	TMSB4Y	EHBP1L1	0.27458336580937526	-0.09928265856585704	0.24962366546282388	0.01318189119160616	0.10871313922260963
154	TMSB4Y	EHD1	0.3431082578218238	-0.07549894175385806	0.23751243434004443	0.018528244064883657	0.14321891253292393
155	TMSB4Y	EIF3D	0.5243332225283769	-0.10755770716741264	0.20199406652592636	0.04608722848240877	0.2594701299450541
156	TMSB4Y	EIF3K	0.6476809296125374	-0.0850277965002574	0.22440576630357775	0.026322959837000455	0.2870591865901384
157	TMSB4Y	ELMO1	0.2310693272723888	-0.06938230133943184	0.2196755534338801	0.029750451789525317	0.10473328373199897
158	TMSB4Y	ELN	-0.2218259792115193	-0.05419219932406631	-0.28472137519159607	0.004490243244167151	0.07622524283648892
159	TMSB4Y	EMC1	-0.6395794151361556	-0.097374945714966	-0.27671275351457936	0.005811247746358345	0.22668964747502096
160	TMSB4Y	EMC10	-0.47362872805558615	-0.07569388141740795	-0.2168400584421647	0.03198070855314114	0.21762304683601244
161	TMSB4Y	EMC2	-0.4220158118174452	-0.07919195332001012	-0.20344360186978325	0.04451455526757089	0.20728611249770756
162	TMSB4Y	EMC3	-0.49960938070218464	-0.08613183474202162	-0.21337612164832803	0.03489513267994791	0.23346965165363404
163	TMSB4Y	EMC4	-0.9154885095206753	-0.07033795970065196	-0.34706565331852596	0.0004631970480909553	0.25248453566515205
164	TMSB4Y	EMC7	-0.6635177408449681	-0.07376456480155694	-0.28818641956415025	0.004006985640068623	0.2250172974840098
165	TMSB4Y	ENPP4	0.14463115167596977	-0.047947649002799096	0.21615511674027874	0.03254011312811191	0.06667611040148004
166	TMSB4Y	EPC1	0.23655241160081594	-0.09396451718540884	0.22940008585712532	0.023074492201184446	0.10243757408844904
167	TMSB4Y	ESM1	0.1572171947750009	-0.06188101554137654	0.2279479380664467	0.02398164175527158	0.06853967313897347
168	TMSB4Y	EXD2	-0.3374318316023752	-0.06601070804919121	-0.21138323151285937	0.03667080629630089	0.15924055494798525
169	TMSB4Y	FAM120C	-0.5295946710868222	-0.03738585428673775	-0.3580361586099265	0.0002949804589463493	0.14095875373680775
170	TMSB4Y	FAM45A	0.4781234356517692	-0.06789444952772877	0.2784274998227448	0.005502458842810727	0.1683334119320226
171	TMSB4Y	FAM50A	-0.3013364286956898	-0.0627493034190717	-0.21865300973414706	0.030539062719922738	0.13725322734315065
